date,month_year,airport_group,airport,total_passengers,terminal_passengers,transit_passengers
2023-08-01,August 2023,Other UK Airports,NEWQUAY,57536,57536,0
2023-08-01,August 2023,Other UK Airports,NORWICH,41249,41249,0
2023-08-01,August 2023,Other UK Airports,OXFORD (KIDLINGTON),0,0,0
2023-08-01,August 2023,Other UK Airports,PRESTWICK,62947,62947,0
2023-08-01,August 2023,Other UK Airports,SOUTHAMPTON,75554,75436,118
2023-08-01,August 2023,London Area Airports,SOUTHEND,17557,17557,0
2023-08-01,August 2023,London Area Airports,STANSTED,2912864,2912864,0
2023-08-01,August 2023,Other UK Airports,STORNOWAY,9741,9697,44
2023-08-01,August 2023,Other UK Airports,SUMBURGH,25256,25215,41
2023-08-01,August 2023,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,25901,25901,0
2023-08-01,August 2023,Other UK Airports,TIREE,1520,1505,15
2023-08-01,August 2023,Other UK Airports,WICK JOHN O GROATS,1161,1161,0
2023-09-01,September 2023,Other UK Airports,ABERDEEN,206027,206027,0
2023-09-01,September 2023,Non UK Reporting Airports,ALDERNEY,5158,5158,0
2023-09-01,September 2023,Other UK Airports,BARRA,1369,1369,0
2023-09-01,September 2023,Other UK Airports,BELFAST CITY (GEORGE BEST),184001,184001,0
2023-09-01,September 2023,Other UK Airports,BELFAST INTERNATIONAL,542297,542297,0
2023-09-01,September 2023,Other UK Airports,BENBECULA,2605,2605,0
2023-09-01,September 2023,Other UK Airports,BIGGIN HILL,457,457,0
2023-09-01,September 2023,Other UK Airports,BIRMINGHAM,1206555,1206555,0
2023-09-01,September 2023,Other UK Airports,BLACKPOOL,1115,1115,0
2023-09-01,September 2023,Other UK Airports,BOURNEMOUTH,117881,117881,0
2023-09-01,September 2023,Other UK Airports,BRISTOL,1053062,1053062,0
2023-09-01,September 2023,Other UK Airports,CAMPBELTOWN,630,630,0
2023-09-01,September 2023,Other UK Airports,CARDIFF WALES,108076,107217,859
2023-09-01,September 2023,Other UK Airports,CITY OF DERRY (EGLINTON),12204,12204,0
2023-09-01,September 2023,Other UK Airports,DONCASTER SHEFFIELD,0,0,0
2023-09-01,September 2023,Other UK Airports,DUNDEE,3565,2862,703
2023-09-01,September 2023,Other UK Airports,EAST MIDLANDS INTERNATIONAL,464168,464168,0
2023-09-01,September 2023,Other UK Airports,EDINBURGH,1387610,1387610,0
2023-09-01,September 2023,Other UK Airports,EXETER,49255,49255,0
2023-09-01,September 2023,London Area Airports,GATWICK,4078736,4078479,257
2023-09-01,September 2023,Other UK Airports,GLASGOW,728905,728270,635
2023-09-01,September 2023,Non UK Reporting Airports,GUERNSEY,66731,66690,41
2023-09-01,September 2023,London Area Airports,HEATHROW,7076251,7075332,919
2023-09-01,September 2023,Other UK Airports,HUMBERSIDE,14387,14387,0
2023-09-01,September 2023,Other UK Airports,INVERNESS,79179,78994,185
2023-09-01,September 2023,Other UK Airports,ISLAY,3085,3085,0
2023-09-01,September 2023,Non UK Reporting Airports,ISLE OF MAN,54348,54348,0
2023-09-01,September 2023,Other UK Airports,ISLES OF SCILLY (ST.MARYS),9442,9442,0
2023-09-01,September 2023,Non UK Reporting Airports,JERSEY,143066,143066,0
2023-09-01,September 2023,Other UK Airports,KIRKWALL,13807,12851,956
2023-09-01,September 2023,Other UK Airports,LANDS END (ST JUST),6711,6650,61
2023-09-01,September 2023,Other UK Airports,LEEDS BRADFORD,453227,453227,0
2023-09-01,September 2023,Other UK Airports,LERWICK (TINGWALL),303,303,0
2023-09-01,September 2023,Other UK Airports,LIVERPOOL (JOHN LENNON),395792,395611,181
2023-09-01,September 2023,London Area Airports,LONDON CITY,296126,296126,0
2023-09-01,September 2023,London Area Airports,LUTON,1531651,1531112,539
2023-09-01,September 2023,Other UK Airports,MANCHESTER,2831595,2830539,1056
2023-09-01,September 2023,Other UK Airports,NEWCASTLE,518141,517797,344
2023-09-01,September 2023,Other UK Airports,NEWQUAY,44479,44469,10
2023-09-01,September 2023,Other UK Airports,NORWICH,40374,40374,0
2023-09-01,September 2023,Other UK Airports,PRESTWICK,61052,60796,256
2023-09-01,September 2023,Other UK Airports,SOUTHAMPTON,70466,70466,0
2023-09-01,September 2023,London Area Airports,SOUTHEND,24250,24250,0
2023-09-01,September 2023,London Area Airports,STANSTED,2621650,2621650,0
2023-09-01,September 2023,Other UK Airports,STORNOWAY,9908,9798,110
2023-09-01,September 2023,Other UK Airports,SUMBURGH,22209,22209,0
2023-09-01,September 2023,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,27323,27323,0
2023-09-01,September 2023,Other UK Airports,TIREE,1203,1188,15
2023-09-01,September 2023,Other UK Airports,WICK JOHN O GROATS,976,976,0
2023-10-01,October 2023,Other UK Airports,ABERDEEN,201899,201899,0
2023-10-01,October 2023,Non UK Reporting Airports,ALDERNEY,4371,4371,0
2023-10-01,October 2023,Other UK Airports,BARRA,956,956,0
2023-10-01,October 2023,Other UK Airports,BELFAST CITY (GEORGE BEST),184616,184616,0
2023-10-01,October 2023,Other UK Airports,BELFAST INTERNATIONAL,556692,556692,0
2023-10-01,October 2023,Other UK Airports,BENBECULA,2631,2631,0
2023-10-01,October 2023,Other UK Airports,BIGGIN HILL,385,385,0
2023-10-01,October 2023,Other UK Airports,BIRMINGHAM,1104492,1104308,184
2023-10-01,October 2023,Other UK Airports,BLACKPOOL,1412,1412,0
2023-10-01,October 2023,Other UK Airports,BOURNEMOUTH,98262,98262,0
2023-10-01,October 2023,Other UK Airports,BRISTOL,969450,969436,14
2023-10-01,October 2023,Other UK Airports,CAMPBELTOWN,656,651,5
2023-10-01,October 2023,Other UK Airports,CARDIFF WALES,74768,74417,351
2023-10-01,October 2023,Other UK Airports,CITY OF DERRY (EGLINTON),12623,12623,0
2023-10-01,October 2023,Other UK Airports,DONCASTER SHEFFIELD,0,0,0
2023-10-01,October 2023,Other UK Airports,DUNDEE,2883,2395,488
2023-10-01,October 2023,Other UK Airports,EAST MIDLANDS INTERNATIONAL,412871,412871,0
2023-10-01,October 2023,Other UK Airports,EDINBURGH,1388463,1388463,0
2023-10-01,October 2023,Other UK Airports,EXETER,40180,40180,0
2023-10-01,October 2023,London Area Airports,GATWICK,3720264,3720264,0
2023-10-01,October 2023,Other UK Airports,GLASGOW,723268,723268,0
2023-10-01,October 2023,Non UK Reporting Airports,GUERNSEY,62387,62387,0
2023-10-01,October 2023,London Area Airports,HEATHROW,6960495,6959659,836
2023-10-01,October 2023,Other UK Airports,HUMBERSIDE,12354,12354,0
2023-10-01,October 2023,Other UK Airports,INVERNESS,79255,79062,193
2023-10-01,October 2023,Other UK Airports,ISLAY,2946,2946,0
2023-10-01,October 2023,Non UK Reporting Airports,ISLE OF MAN,58662,58662,0
2023-10-01,October 2023,Other UK Airports,ISLES OF SCILLY (ST.MARYS),4608,4608,0
2023-10-01,October 2023,Non UK Reporting Airports,JERSEY,128480,128480,0
2023-10-01,October 2023,Other UK Airports,KIRKWALL,13041,12080,961
2023-10-01,October 2023,Other UK Airports,LANDS END (ST JUST),4247,4247,0
2023-10-01,October 2023,Other UK Airports,LEEDS BRADFORD,382494,382494,0
2023-10-01,October 2023,Other UK Airports,LERWICK (TINGWALL),309,309,0
2023-10-01,October 2023,Other UK Airports,LIVERPOOL (JOHN LENNON),386482,386482,0
2023-10-01,October 2023,London Area Airports,LONDON CITY,300889,300889,0
2023-10-01,October 2023,London Area Airports,LUTON,1433213,1433213,0
2023-10-01,October 2023,Other UK Airports,MANCHESTER,2626368,2625194,1174
2023-10-01,October 2023,Other UK Airports,NEWCASTLE,469174,469174,0
2023-10-01,October 2023,Other UK Airports,NEWQUAY,37338,37338,0
2023-10-01,October 2023,Other UK Airports,NORWICH,34535,34535,0
2023-10-01,October 2023,Other UK Airports,PRESTWICK,57393,57346,47
2023-10-01,October 2023,Other UK Airports,SOUTHAMPTON,65118,65118,0
2023-10-01,October 2023,London Area Airports,SOUTHEND,24880,24880,0
2023-10-01,October 2023,London Area Airports,STANSTED,2570210,2570210,0
2023-10-01,October 2023,Other UK Airports,STORNOWAY,10497,10374,123
2023-10-01,October 2023,Other UK Airports,SUMBURGH,24745,24745,0
2023-10-01,October 2023,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,21949,21949,0
2023-10-01,October 2023,Other UK Airports,TIREE,925,904,21
2023-10-01,October 2023,Other UK Airports,WICK JOHN O GROATS,1000,1000,0
2023-11-01,November 2023,Other UK Airports,ABERDEEN,172545,172545,0
2023-11-01,November 2023,Non UK Reporting Airports,ALDERNEY,2929,2929,0
2023-11-01,November 2023,Other UK Airports,BARRA,604,604,0
2023-11-01,November 2023,Other UK Airports,BELFAST CITY (GEORGE BEST),187085,187085,0
2023-11-01,November 2023,Other UK Airports,BELFAST INTERNATIONAL,431856,431856,0
2023-11-01,November 2023,Other UK Airports,BENBECULA,2394,2394,0
2023-11-01,November 2023,Other UK Airports,BIGGIN HILL,207,207,0
2023-11-01,November 2023,Other UK Airports,BIRMINGHAM,765082,765082,0
2023-11-01,November 2023,Other UK Airports,BLACKPOOL,1169,1169,0
2023-11-01,November 2023,Other UK Airports,BOURNEMOUTH,38666,38666,0
2023-11-01,November 2023,Other UK Airports,BRISTOL,563339,563132,207
2023-11-01,November 2023,Other UK Airports,CAMPBELTOWN,563,559,4
2023-11-01,November 2023,Other UK Airports,CARDIFF WALES,43493,43493,0
2023-11-01,November 2023,Other UK Airports,CITY OF DERRY (EGLINTON),9436,9436,0
2023-11-01,November 2023,Other UK Airports,DONCASTER SHEFFIELD,0,0,0
2023-11-01,November 2023,Other UK Airports,DUNDEE,3047,2675,372
2023-11-01,November 2023,Other UK Airports,EAST MIDLANDS INTERNATIONAL,188735,188735,0
2023-11-01,November 2023,Other UK Airports,EDINBURGH,990227,990099,128
2023-11-01,November 2023,Other UK Airports,EXETER,21376,21376,0
2023-11-01,November 2023,London Area Airports,GATWICK,2537735,2537529,206
2023-11-01,November 2023,Other UK Airports,GLASGOW,505896,505896,0
2023-11-01,November 2023,Non UK Reporting Airports,GUERNSEY,48261,48261,0
2023-11-01,November 2023,London Area Airports,HEATHROW,6131574,6127210,4364
2023-11-01,November 2023,Other UK Airports,HUMBERSIDE,10076,10076,0
2023-11-01,November 2023,Other UK Airports,INVERNESS,49932,49852,80
2023-11-01,November 2023,Other UK Airports,ISLAY,2015,2015,0
2023-11-01,November 2023,Non UK Reporting Airports,ISLE OF MAN,48027,48027,0
2023-11-01,November 2023,Other UK Airports,ISLES OF SCILLY (ST.MARYS),3039,3039,0
2023-11-01,November 2023,Non UK Reporting Airports,JERSEY,91868,91866,2
2023-11-01,November 2023,Other UK Airports,KIRKWALL,11039,10230,809
2023-11-01,November 2023,Other UK Airports,LANDS END (ST JUST),3029,3029,0
2023-11-01,November 2023,Other UK Airports,LEEDS BRADFORD,219356,219356,0
2023-11-01,November 2023,Other UK Airports,LERWICK (TINGWALL),188,188,0
2023-11-01,November 2023,Other UK Airports,LIVERPOOL (JOHN LENNON),280639,280639,0
2023-11-01,November 2023,London Area Airports,LONDON CITY,289506,289506,0
2023-11-01,November 2023,London Area Airports,LUTON,1081825,1081825,0
2023-11-01,November 2023,Other UK Airports,MANCHESTER,1852505,1850893,1612
2023-11-01,November 2023,Other UK Airports,NEWCASTLE,299259,299259,0
2023-11-01,November 2023,Other UK Airports,NEWQUAY,23038,23038,0
2023-11-01,November 2023,Other UK Airports,NORWICH,19197,19197,0
2023-11-01,November 2023,Other UK Airports,OXFORD (KIDLINGTON),2,2,0
2023-11-01,November 2023,Other UK Airports,PRESTWICK,20664,20664,0
2023-11-01,November 2023,Other UK Airports,SOUTHAMPTON,56489,56489,0
2023-11-01,November 2023,London Area Airports,SOUTHEND,11256,11256,0
2023-11-01,November 2023,London Area Airports,STANSTED,1971055,1971055,0
2023-11-01,November 2023,Other UK Airports,STORNOWAY,9120,8981,139
2023-11-01,November 2023,Other UK Airports,SUMBURGH,20386,20382,4
2023-11-01,November 2023,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,13680,13609,71
2023-11-01,November 2023,Other UK Airports,TIREE,719,676,43
2023-11-01,November 2023,Other UK Airports,WICK JOHN O GROATS,1007,1007,0
2023-12-01,December 2023,Other UK Airports,ABERDEEN,158504,158504,0
2023-12-01,December 2023,Non UK Reporting Airports,ALDERNEY,3186,3186,0
2023-12-01,December 2023,Other UK Airports,BARRA,543,543,0
2023-12-01,December 2023,Other UK Airports,BELFAST CITY (GEORGE BEST),190835,190835,0
2023-12-01,December 2023,Other UK Airports,BELFAST INTERNATIONAL,453201,453201,0
2023-12-01,December 2023,Other UK Airports,BENBECULA,2271,2255,16
2023-12-01,December 2023,Other UK Airports,BIGGIN HILL,317,317,0
2023-12-01,December 2023,Other UK Airports,BIRMINGHAM,798459,798459,0
2023-12-01,December 2023,Other UK Airports,BLACKPOOL,1061,1061,0
2023-12-01,December 2023,Other UK Airports,BOURNEMOUTH,48252,48252,0
2023-12-01,December 2023,Other UK Airports,BRISTOL,652188,652016,172
2023-12-01,December 2023,Other UK Airports,CAMPBELTOWN,292,292,0
2023-12-01,December 2023,Other UK Airports,CARDIFF WALES,42062,42062,0
2023-12-01,December 2023,Other UK Airports,CITY OF DERRY (EGLINTON),10203,10203,0
2023-12-01,December 2023,Other UK Airports,DUNDEE,2716,2373,343
2023-12-01,December 2023,Other UK Airports,EAST MIDLANDS INTERNATIONAL,191343,191343,0
2023-12-01,December 2023,Other UK Airports,EDINBURGH,1066685,1066423,262
2023-12-01,December 2023,Other UK Airports,EXETER,22761,22761,0
2023-12-01,December 2023,London Area Airports,GATWICK,3096560,3095959,601
2023-12-01,December 2023,Other UK Airports,GLASGOW,513234,513074,160
2023-12-01,December 2023,Non UK Reporting Airports,GUERNSEY,53673,53621,52
2023-12-01,December 2023,London Area Airports,HEATHROW,6706032,6699244,6788
2023-12-01,December 2023,Other UK Airports,HUMBERSIDE,10801,10801,0
2023-12-01,December 2023,Other UK Airports,INVERNESS,48200,48096,104
2023-12-01,December 2023,Other UK Airports,ISLAY,1508,1508,0
2023-12-01,December 2023,Non UK Reporting Airports,ISLE OF MAN,52183,52183,0
2023-12-01,December 2023,Other UK Airports,ISLES OF SCILLY (ST.MARYS),2570,2570,0
2023-12-01,December 2023,Non UK Reporting Airports,JERSEY,107047,107039,8
2023-12-01,December 2023,Other UK Airports,KIRKWALL,9846,9196,650
2023-12-01,December 2023,Other UK Airports,LANDS END (ST JUST),2556,2556,0
2023-12-01,December 2023,Other UK Airports,LEEDS BRADFORD,204723,204723,0
2023-12-01,December 2023,Other UK Airports,LERWICK (TINGWALL),87,87,0
2023-12-01,December 2023,Other UK Airports,LIVERPOOL (JOHN LENNON),328119,328119,0
2023-12-01,December 2023,London Area Airports,LONDON CITY,279770,279770,0
2023-12-01,December 2023,London Area Airports,LUTON,1229001,1229001,0
2023-12-01,December 2023,Other UK Airports,LYDD,7,7,0
2023-12-01,December 2023,Other UK Airports,MANCHESTER,2017208,2015800,1408
2023-12-01,December 2023,Other UK Airports,NEWCASTLE,293628,293628,0
2023-12-01,December 2023,Other UK Airports,NEWQUAY,21707,21707,0
2023-12-01,December 2023,Other UK Airports,NORWICH,20195,20195,0
2023-12-01,December 2023,Other UK Airports,PRESTWICK,20749,20749,0
2023-12-01,December 2023,Other UK Airports,SOUTHAMPTON,60902,60902,0
2023-12-01,December 2023,London Area Airports,SOUTHEND,14208,14208,0
2023-12-01,December 2023,London Area Airports,STANSTED,2077234,2077234,0
2023-12-01,December 2023,Other UK Airports,STORNOWAY,7899,7831,68
2023-12-01,December 2023,Other UK Airports,SUMBURGH,17966,17916,50
2023-12-01,December 2023,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,12260,12239,21
2023-12-01,December 2023,Other UK Airports,TIREE,575,568,7
2023-12-01,December 2023,Other UK Airports,WICK JOHN O GROATS,787,787,0
2024-01-01,January 2024,Other UK Airports,ABERDEEN,147266,147266,0
2024-01-01,January 2024,Non UK Reporting Airports,ALDERNEY,2931,2931,0
2024-01-01,January 2024,Other UK Airports,BARRA,477,473,4
2024-01-01,January 2024,Other UK Airports,BELFAST CITY (GEORGE BEST),153226,153212,14
2024-01-01,January 2024,Other UK Airports,BELFAST INTERNATIONAL,364664,364664,0
2024-01-01,January 2024,Other UK Airports,BENBECULA,1522,1522,0
2024-01-01,January 2024,Other UK Airports,BIGGIN HILL,118,118,0
2024-01-01,January 2024,Other UK Airports,BIRMINGHAM,716326,716326,0
2024-01-01,January 2024,Other UK Airports,BLACKPOOL,1536,1536,0
2024-01-01,January 2024,Other UK Airports,BOURNEMOUTH,43720,43720,0
2024-01-01,January 2024,Other UK Airports,BRISTOL,519767,519362,405
2024-01-01,January 2024,Other UK Airports,CAMPBELTOWN,395,395,0
2024-01-01,January 2024,Other UK Airports,CARDIFF WALES,35347,35347,0
2024-01-01,January 2024,Other UK Airports,CITY OF DERRY (EGLINTON),8575,8575,0
2024-01-01,January 2024,Other UK Airports,DUNDEE,2075,1969,106
2024-01-01,January 2024,Other UK Airports,EAST MIDLANDS INTERNATIONAL,175712,175512,200
2024-01-01,January 2024,Other UK Airports,EDINBURGH,894763,894538,225
2024-01-01,January 2024,Other UK Airports,EXETER,20886,20886,0
2024-01-01,January 2024,Other UK Airports,FARNBOROUGH,2376,2376,0
2024-01-01,January 2024,London Area Airports,GATWICK,2370450,2370018,432
2024-01-01,January 2024,Other UK Airports,GLASGOW,432447,432447,0
2024-01-01,January 2024,Non UK Reporting Airports,GUERNSEY,40454,40454,0
2024-01-01,January 2024,London Area Airports,HEATHROW,6004576,5996142,8434
2024-01-01,January 2024,Other UK Airports,HUMBERSIDE,9577,9577,0
2024-01-01,January 2024,Other UK Airports,INVERNESS,37209,37183,26
2024-01-01,January 2024,Other UK Airports,ISLAY,1280,1280,0
2024-01-01,January 2024,Non UK Reporting Airports,ISLE OF MAN,37080,37080,0
2024-01-01,January 2024,Other UK Airports,ISLES OF SCILLY (ST.MARYS),2346,2346,0
2024-01-01,January 2024,Non UK Reporting Airports,JERSEY,76544,76544,0
2024-01-01,January 2024,Other UK Airports,KIRKWALL,7524,6979,545
2024-01-01,January 2024,Other UK Airports,LANDS END (ST JUST),2115,2115,0
2024-01-01,January 2024,Other UK Airports,LEEDS BRADFORD,183548,183548,0
2024-01-01,January 2024,Other UK Airports,LERWICK (TINGWALL),127,127,0
2024-01-01,January 2024,Other UK Airports,LIVERPOOL (JOHN LENNON),273739,273561,178
2024-01-01,January 2024,London Area Airports,LONDON CITY,215374,215374,0
2024-01-01,January 2024,London Area Airports,LUTON,1019360,1019360,0
2024-01-01,January 2024,Other UK Airports,MANCHESTER,1790158,1788581,1577
2024-01-01,January 2024,Other UK Airports,NEWCASTLE,263165,263042,123
2024-01-01,January 2024,Other UK Airports,NEWQUAY,18325,18325,0
2024-01-01,January 2024,Other UK Airports,NORWICH,15863,15863,0
2024-01-01,January 2024,Other UK Airports,PRESTWICK,20902,20902,0
2024-01-01,January 2024,Other UK Airports,SOUTHAMPTON,50441,50441,0
2024-01-01,January 2024,London Area Airports,SOUTHEND,11302,11302,0
2024-01-01,January 2024,London Area Airports,STANSTED,1946934,1946934,0
2024-01-01,January 2024,Other UK Airports,STORNOWAY,5840,5785,55
2024-01-01,January 2024,Other UK Airports,SUMBURGH,15147,15011,136
2024-01-01,January 2024,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,12026,12015,11
2024-01-01,January 2024,Other UK Airports,TIREE,417,399,18
2024-01-01,January 2024,Other UK Airports,WICK JOHN O GROATS,706,706,0
2024-02-01,February 2024,Other UK Airports,ABERDEEN,156482,156482,0
2024-02-01,February 2024,Non UK Reporting Airports,ALDERNEY,2756,2756,0
2024-02-01,February 2024,Other UK Airports,BARRA,686,683,3
2024-02-01,February 2024,Other UK Airports,BELFAST CITY (GEORGE BEST),177630,177630,0
2024-02-01,February 2024,Other UK Airports,BELFAST INTERNATIONAL,451515,451515,0
2024-02-01,February 2024,Other UK Airports,BENBECULA,2093,2093,0
2024-02-01,February 2024,Other UK Airports,BIGGIN HILL,249,249,0
2024-02-01,February 2024,Other UK Airports,BIRMINGHAM,772060,772060,0
2024-02-01,February 2024,Other UK Airports,BLACKPOOL,1374,1374,0
2024-02-01,February 2024,Other UK Airports,BOURNEMOUTH,45130,45130,0
2024-02-01,February 2024,Other UK Airports,BRISTOL,606785,606569,216
2024-02-01,February 2024,Other UK Airports,CAMPBELTOWN,465,444,21
2024-02-01,February 2024,Other UK Airports,CARDIFF WALES,41466,41466,0
2024-02-01,February 2024,Other UK Airports,CITY OF DERRY (EGLINTON),9192,9192,0
2024-02-01,February 2024,Other UK Airports,DUNDEE,2115,2115,0
2024-02-01,February 2024,Other UK Airports,EAST MIDLANDS INTERNATIONAL,183232,183232,0
2024-02-01,February 2024,Other UK Airports,EDINBURGH,948005,948005,0
2024-02-01,February 2024,Other UK Airports,EXETER,21700,21700,0
2024-02-01,February 2024,Other UK Airports,FARNBOROUGH,2623,2623,0
2024-02-01,February 2024,London Area Airports,GATWICK,2772374,2771652,722
2024-02-01,February 2024,Other UK Airports,GLASGOW,475854,475271,583
2024-02-01,February 2024,Non UK Reporting Airports,GUERNSEY,43173,43173,0
2024-02-01,February 2024,London Area Airports,HEATHROW,5801997,5795633,6364
2024-02-01,February 2024,Other UK Airports,HUMBERSIDE,10150,10150,0
2024-02-01,February 2024,Other UK Airports,INVERNESS,43964,43956,8
2024-02-01,February 2024,Other UK Airports,ISLAY,1736,1736,0
2024-02-01,February 2024,Non UK Reporting Airports,ISLE OF MAN,45372,45372,0
2024-02-01,February 2024,Other UK Airports,ISLES OF SCILLY (ST.MARYS),2554,2554,0
2024-02-01,February 2024,Non UK Reporting Airports,JERSEY,87380,87380,0
2024-02-01,February 2024,Other UK Airports,KIRKWALL,10662,8817,1845
2024-02-01,February 2024,Other UK Airports,LANDS END (ST JUST),2242,2242,0
2024-02-01,February 2024,Other UK Airports,LEEDS BRADFORD,207557,207557,0
2024-02-01,February 2024,Other UK Airports,LERWICK (TINGWALL),153,153,0
2024-02-01,February 2024,Other UK Airports,LIVERPOOL (JOHN LENNON),299183,299183,0
2024-02-01,February 2024,London Area Airports,LONDON CITY,251844,251844,0
2024-02-01,February 2024,London Area Airports,LUTON,1136905,1136815,90
2024-02-01,February 2024,Other UK Airports,MANCHESTER,1899430,1898148,1282
2024-02-01,February 2024,Other UK Airports,NEWCASTLE,276472,276379,93
2024-02-01,February 2024,Other UK Airports,NEWQUAY,22947,22947,0
2024-02-01,February 2024,Other UK Airports,NORWICH,18379,18379,0
2024-02-01,February 2024,Other UK Airports,PRESTWICK,18110,18110,0
2024-02-01,February 2024,Other UK Airports,SOUTHAMPTON,58553,58482,71
2024-02-01,February 2024,London Area Airports,SOUTHEND,15457,15457,0
2024-02-01,February 2024,London Area Airports,STANSTED,1919756,1919756,0
2024-02-01,February 2024,Other UK Airports,STORNOWAY,7150,7083,67
2024-02-01,February 2024,Other UK Airports,SUMBURGH,21985,21415,570
2024-02-01,February 2024,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,13171,13171,0
2024-02-01,February 2024,Other UK Airports,TIREE,679,637,42
2024-02-01,February 2024,Other UK Airports,WICK JOHN O GROATS,843,843,0
2024-03-01,March 2024,Other UK Airports,ABERDEEN,174666,174666,0
2024-03-01,March 2024,Non UK Reporting Airports,ALDERNEY,3761,3761,0
2024-03-01,March 2024,Other UK Airports,BARRA,789,789,0
2024-03-01,March 2024,Other UK Airports,BELFAST CITY (GEORGE BEST),205287,205287,0
2024-03-01,March 2024,Other UK Airports,BELFAST INTERNATIONAL,509163,509163,0
2024-03-01,March 2024,Other UK Airports,BENBECULA,1991,1991,0
2024-03-01,March 2024,Other UK Airports,BIGGIN HILL,190,190,0
2024-03-01,March 2024,Other UK Airports,BIRMINGHAM,912547,912192,355
2024-03-01,March 2024,Other UK Airports,BLACKPOOL,1520,1520,0
2024-03-01,March 2024,Other UK Airports,BOURNEMOUTH,53830,53830,0
2024-03-01,March 2024,Other UK Airports,BRISTOL,738356,738165,191
2024-03-01,March 2024,Other UK Airports,CAMPBELTOWN,563,563,0
2024-03-01,March 2024,Other UK Airports,CARDIFF WALES,58172,58172,0
2024-03-01,March 2024,Other UK Airports,CITY OF DERRY (EGLINTON),10604,10604,0
2024-03-01,March 2024,Other UK Airports,DUNDEE,2718,2282,436
2024-03-01,March 2024,Other UK Airports,EAST MIDLANDS INTERNATIONAL,240182,240182,0
2024-03-01,March 2024,Other UK Airports,EDINBURGH,1118057,1117970,87
2024-03-01,March 2024,Other UK Airports,EXETER,24385,24385,0
2024-03-01,March 2024,Other UK Airports,FARNBOROUGH,0,0,0
2024-03-01,March 2024,London Area Airports,GATWICK,3191689,3191365,324
2024-03-01,March 2024,Other UK Airports,GLASGOW,568517,568517,0
2024-03-01,March 2024,Non UK Reporting Airports,GUERNSEY,53807,53807,0
2024-03-01,March 2024,London Area Airports,HEATHROW,6726250,6725714,536
2024-03-01,March 2024,Other UK Airports,HUMBERSIDE,11554,11554,0
2024-03-01,March 2024,Other UK Airports,INVERNESS,51219,51198,21
2024-03-01,March 2024,Other UK Airports,ISLAY,2591,2591,0
2024-03-01,March 2024,Non UK Reporting Airports,ISLE OF MAN,51761,51761,0
2024-03-01,March 2024,Other UK Airports,ISLES OF SCILLY (ST.MARYS),3504,3504,0
2024-03-01,March 2024,Non UK Reporting Airports,JERSEY,106622,106622,0
2024-03-01,March 2024,Other UK Airports,KIRKWALL,12233,10274,1959
2024-03-01,March 2024,Other UK Airports,LANDS END (ST JUST),3031,3016,15
2024-03-01,March 2024,Other UK Airports,LEEDS BRADFORD,265727,265580,147
2024-03-01,March 2024,Other UK Airports,LERWICK (TINGWALL),220,220,0
2024-03-01,March 2024,Other UK Airports,LIVERPOOL (JOHN LENNON),341875,341875,0
2024-03-01,March 2024,London Area Airports,LONDON CITY,287650,287650,0
2024-03-01,March 2024,London Area Airports,LUTON,1255771,1255771,0
2024-03-01,March 2024,Other UK Airports,MANCHESTER,2150162,2148774,1388
2024-03-01,March 2024,Other UK Airports,NEWCASTLE,339130,338888,242
2024-03-01,March 2024,Other UK Airports,NEWQUAY,29807,29807,0
2024-03-01,March 2024,Other UK Airports,NORWICH,19473,19473,0
2024-03-01,March 2024,Other UK Airports,PRESTWICK,28114,28114,0
2024-03-01,March 2024,Other UK Airports,SOUTHAMPTON,67160,67160,0
2024-03-01,March 2024,London Area Airports,SOUTHEND,15078,15078,0
2024-03-01,March 2024,London Area Airports,STANSTED,2185239,2185239,0
2024-03-01,March 2024,Other UK Airports,STORNOWAY,8262,8203,59
2024-03-01,March 2024,Other UK Airports,SUMBURGH,22967,22453,514
2024-03-01,March 2024,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,14396,14396,0
2024-03-01,March 2024,Other UK Airports,TIREE,718,706,12
2024-03-01,March 2024,Other UK Airports,WICK JOHN O GROATS,994,994,0
2024-04-01,April 2024,Other UK Airports,ABERDEEN,189148,189148,0
2024-04-01,April 2024,Non UK Reporting Airports,ALDERNEY,4099,4099,0
2024-04-01,April 2024,Other UK Airports,BARRA,856,856,0
2024-04-01,April 2024,Other UK Airports,BELFAST CITY (GEORGE BEST),193160,193160,0
2024-04-01,April 2024,Other UK Airports,BELFAST INTERNATIONAL,555835,555835,0
2024-04-01,April 2024,Other UK Airports,BENBECULA,2018,1995,23
2024-04-01,April 2024,Other UK Airports,BIGGIN HILL,339,339,0
2024-04-01,April 2024,Other UK Airports,BIRMINGHAM,989116,989116,0
2024-04-01,April 2024,Other UK Airports,BLACKPOOL,1379,1379,0
2024-04-01,April 2024,Other UK Airports,BOURNEMOUTH,86068,86068,0
2024-04-01,April 2024,Other UK Airports,BRISTOL,869074,868895,179
